concept_id
961047
964339
968426
1550023
1567198
35198096
1544838
19091621
1502905
1516976
35602717
1503297
1560171
19059796
1597756
1525215
1580747
19122137
40166035
40239216
40170911
45774435
793143
44785829
45774751
45892564
1310149
1322184
1112807
40241186
40228152
40241331
43013024
45892847
1326303
1353256
1354860
1309944
40163615
1383925
1383815
19005626
46234437
1337107
1398937
19011021
1363053
974166
978555
1331247
19014035
1353766
1370109
1307046
1314002
1338005
1314577
1386957
1346823
1332418
1353776
1318853
19020061
19004539
19015802
1307863
1328165
1340128
1341927
1373225
1334456
1363749
1342439
1367500
1308842
1351557
1317640
40226742
1539403
1551860
1549686
1545958
1510813
1551803
19050375
1526475
42873636
930021
924566
19012925
996416
989482
1555120
1518254
975125
1501700
1554072
1504620
1548111
1310317
1390051
1337620
1377141
1366310
1343039
1436678
1344381
1348265
1315946
1398399
40239056
1379969
722424
713196
751889
19012565
1101898
42900584
1151789
1119119
19010482
950637
19014878
43526424
1360332
715233
1167322
19017742
1101554
1557272
1512480
19115051
19000815
751347
740275
718122
745466
705103
742267
797399
711584
705178
19087090
730548
713823
720810
715710
794852
19050633
19055982
19095002
19010886
800878
785788
19136626
19057607
19124477
735979
757688
35603277
798834
710062
721724
755695
797617
722031
739138
751412
715939
703547
750982
19041910
743670
19080226
715259
36878783
44507700
715997
701322
19097481
19053979
1137529
1196677
40240664
1115572
939259
1149380
1112921
42873639
42873639
45775571
44785907
1237049
1154161
981709
938044
902427
1322081
954688
904501
42709325
45775570
952004
19029488
789578
